PID,P_EB_R,P_2,P_3,P_EB_E_R,P_5,P_6,P_7,P_8,P_9,P_EB_M_R,P_11,P_12,P_13,P_14,P_15,P_EB_C,P_17,P_18,P_19,P_EB_N_R,P_21,P_22,P_23,P_24,P_25,P_26,P_27,P_28,P_29,P_EB_L,P_31,P_32,P_EB_N_L,P_34,P_35,P_36,P_37,P_38,P_39,P_40,P_41,P_42,P_43,P_44,P_45,P_46,P_EB_E_L,P_48,P_49,P_EB_M_L,P_51,P_52,P_53,P_54,P_E_R,P_56,P_57,P_58,P_59,P_E_M_R,P_61,P_62,P_63,P_64,P_65,P_66,P_67,P_68,P_NT_E_R,P_70,P_71,P_72,P_73,P_74,P_75,P_76,P_77,P_N_V,P_79,P_80,P_81,P_82,P_83,P_84,P_E_L,P_NT_E_L,P_87,P_88,P_89,P_90,P_91,P_92,P_93,P_94,P_E_M_L,P_96,P_97,P_98,P_99,P_100,P_101,P_102,P_103,P_104,P_105,P_M_H,P_107,P_108,P_109,P_110,P_111,P_112,P_113,P_114,P_N_H,P_116,P_117,P_118,P_119,P_M_V
SP0088992,0.3212468786403525,0.5249617794194149,0.8559124870521065,0.13978848090052576,0.3036918813850542,0.42592611770302974,0.5654946535645883,0.7487176452803026,0.572912818236455,0.61016940879684,0.86225381571874,0.4880115991529393,0.6352949804238618,0.6831003248999462,0.7525452381052421,0.20483422454635547,0.5412688043844864,0.26216967087221715,0.15406375462664754,0.14912553168869794,0.28312584924334444,0.449771526344677,0.45125421925559767,0.6359912575352056,0.7109648522173572,0.4158185978457318,0.46712886728928316,0.5992336609303949,0.6844882809211468,0.3388889296587827,0.44820229273730683,0.28238046940924094,0.14902590480383082,0.16022463321953354,0.2674077792203076,0.4554875854754531,0.7065361980514627,0.6520055068665257,0.46513141966088817,0.4285714285714286,0.6046016783847016,0.690279391341205,0.761220993489887,0.577670268456365,0.4367832856921901,0.3152847282955632,0.14673474162784064,0.5816292864391255,0.8680590025955005,0.6264154260254311,0.6440798885067686,0.5039764621123408,0.6932712614145881,0.7632641461758191,0.18604651162790697,0.32444381311094017,0.45583450996296926,0.641991837320079,0.43316959503007635,0.48909933472712996,0.7224935030230163,0.34881824246268667,0.49725997672677275,0.5451356031092321,0.6167492701502418,0.14304262255750905,0.2698021737614802,0.4559989283989872,0.3179664083456585,0.48197043304827164,0.5965341569128185,0.2673665550622103,0.3551350711252204,0.45895486113013756,0.5420760103606999,0.1416603191442073,0.32279341999578604,0.3333657817269443,0.5640779030660042,0.571592773234876,0.3252736229166736,0.3307676466532735,0.4848707936916566,0.5714475002659505,0.18624786066646531,0.3179396629845093,0.591069374753942,0.49202362485847806,0.35210683112922403,0.2752538782084872,0.4603633092581194,0.5439584764519239,0.4350343846396521,0.7214160946563278,0.5040031584632887,0.49811411462807303,0.3591947035304232,0.5502065993955904,0.6230433146176227,0.2864564091182275,0.2893530008651669,0.10004398538527985,0.09462119518330357,0.1515151515151515,0.23809523809523814,0.42792887379193045,0.24190128296012378,0.37069168198143515,0.21747197001800242,0.21918866047935162,0.37942410124826276,0.2441711075830595,0.21828908134545158,0.21828908134545158,0.1907468041859278,0.19880829363640182,0.277498278516632,0.19276226210315867,0.27182390533759493,0.08658008658008665
SP0074828,0.40228191931909396,0.5331112618426148,0.9205138111920028,0.13580989676803995,0.34529857096185235,0.47323691936241274,0.6077875117290619,0.8056649186170258,0.641974253475527,0.6457489687318706,0.882603883796417,0.5375150950890073,0.7146912741058835,0.7389280047054809,0.7843395285854309,0.1308323337377442,0.5191977331052935,0.2946974342685702,0.14173184375329737,0.11540552536022429,0.22995402289718855,0.40980319949807587,0.4713137626994633,0.6300642531973104,0.6613271084614581,0.4384443540767574,0.4733328710193057,0.5997690898355734,0.6571361302142775,0.38898956614486707,0.4227240202419766,0.23948033818673725,0.11984878803587913,0.13938956892715298,0.28460132216082923,0.4786827527810778,0.6774865399397374,0.6282732964514873,0.4792264108931608,0.446797492100043,0.6063537777078966,0.6637813972082904,0.8034620153928663,0.5990674785520465,0.4590926302463894,0.33401276038872224,0.13174907129060895,0.6407128708178761,0.8893228909713172,0.6451813029932298,0.7101151904827993,0.5387749027393334,0.735193420133935,0.7815801124584122,0.21369717421462048,0.3479263403107717,0.4816644319579362,0.6837843697332577,0.5126553045403865,0.5456593232952373,0.7512881852035492,0.4147879328514693,0.5803119362343505,0.6161169862721149,0.6644607506835172,0.14004078238383605,0.2702990001359844,0.4750902350763598,0.36930475724147144,0.4963531050011615,0.5872684993647287,0.31252452675654285,0.40304487051265997,0.4926589028903961,0.5482815721502707,0.13455059778827586,0.33625730894591066,0.3727179629229174,0.5593811456901598,0.548947407951022,0.3616128447337212,0.36156267438328094,0.5017331074496789,0.5594410296732034,0.20603352889419624,0.37813392253753986,0.6041895396151035,0.49726820876286154,0.4093209985227919,0.3231415336574736,0.4998021061872702,0.5556789252276091,0.516102024689049,0.7624836455133452,0.5485080139589726,0.5800823358377267,0.42129031985980214,0.6174747758115293,0.666721296362314,0.2506648343139712,0.2423890525001164,0.12238665262277891,0.12240012704669585,0.1290680450479589,0.18676108873345404,0.4001347521868498,0.19839178309844882,0.36714119502085024,0.2067564596234042,0.20950475998145338,0.3596766510122444,0.18808663812585408,0.19449478307243365,0.19966743017255986,0.23677355313352239,0.2016394997175595,0.2500787856778499,0.19658432031941303,0.24571583909102848,0.057708129477239425
SP0332475,0.3255353495140133,0.542370680334158,0.850951538578378,0.15281296781138193,0.3221679158352872,0.44844255439246633,0.5721841053941487,0.7543573059087492,0.6284010716498832,0.6663330869211364,0.8618511651639257,0.5442543897320512,0.6737665652096969,0.7167083469783334,0.7975387742177263,0.21746903517791707,0.5299951527607665,0.26478135980003964,0.16467565510995477,0.16980470593914174,0.2867203141994976,0.4505883683403692,0.5024283362582661,0.6535578470422974,0.7139610832782046,0.45997378884132833,0.5029621201737686,0.6206183819056093,0.7180594034205624,0.3149362837261484,0.4622527609862899,0.2951369514755792,0.16197640842091374,0.16963117997746255,0.2617500320812554,0.5040793694964056,0.7115524709577808,0.6656946633234321,0.5033958084930482,0.46528213815904,0.6252592686639661,0.7228696658508805,0.7526526348757239,0.5648921741589945,0.41684723761077563,0.31423128372428527,0.1528129678113819,0.6027352178308745,0.8405265844006752,0.659085481444174,0.650777530987571,0.5241308263846549,0.7008734437208602,0.7826056197024323,0.19289736953448502,0.33666112230073225,0.4535652240379629,0.6397779703606701,0.4756109475869643,0.5254324321642432,0.7090499348925005,0.3919544165983181,0.5228175135042251,0.5650896911206565,0.6479872476573727,0.1485411187799152,0.2608695652173913,0.4472427599229057,0.35554382045340344,0.4893585293088334,0.5803856026907018,0.30064628058620757,0.3751445933493029,0.4680646367802409,0.5633356713086258,0.12483281833883433,0.3063404531396314,0.3662790697674419,0.5569206097038031,0.5587305573227609,0.34984329955767934,0.34824064990732084,0.48841158872661,0.5872421506467596,0.18642608384332987,0.3463093657824309,0.5689708066754798,0.4960949583850201,0.3640277329423427,0.29813355136152353,0.4645900219411009,0.5604520165471384,0.4499449704961619,0.6877160081923867,0.5200078492343227,0.4994190145835957,0.3723704289710514,0.5496349697412422,0.6336485178729497,0.23821536042244507,0.23346684810430438,0.09759750022220173,0.09168690229303053,0.1222509103699448,0.2210175251348389,0.3354541130241656,0.20815918972541891,0.3238261387401359,0.1725694517447944,0.17749400127585038,0.322375664200862,0.21125935955551436,0.17403231453662057,0.17567550039996316,0.18012422360248448,0.17438929429433675,0.26469121004099827,0.17756804318910477,0.2667962156225212,0.09883720930232553
SP0033921,0.35737226870194483,0.551676053724214,0.8670520231213873,0.15222121944016118,0.32964325229630786,0.4569114433344293,0.5953061738924135,0.7817615476746487,0.6233414582006443,0.6621757514836748,0.8826952059484651,0.527262930485323,0.698157054997371,0.6947095063425099,0.8266382591140821,0.1966030009114001,0.5177326122491236,0.3007426733940115,0.1857425911292434,0.1647813609787174,0.28973457434633165,0.45272251078713077,0.48869136415191905,0.6799652443605323,0.7145132072033269,0.46046260859117766,0.50307280725433,0.5830056397604004,0.7454000173764045,0.32229181193397444,0.4743470432022397,0.29904139965586657,0.16056511082272987,0.172827825926472,0.27570915461860607,0.4788153128309396,0.731294468307936,0.6495635642834577,0.5003514338102356,0.4453831770865979,0.5718921017363848,0.7340153052970648,0.7710534999953029,0.5737478327791997,0.42272555945671875,0.3062231989864186,0.14053992882523214,0.5817524898601177,0.8713414117289672,0.6230775529490531,0.6621070629697289,0.48665203500684673,0.6499838162129443,0.7830483712751066,0.20258869767286197,0.3487927978618614,0.4797979604780801,0.6705411062746973,0.4718173341944058,0.5230059819784806,0.7312223563032917,0.3753003324566786,0.5507288414450718,0.542504795956648,0.6762905977218181,0.15215232351715782,0.27750709166216964,0.4684770757484955,0.33488675941097856,0.49544699127010783,0.5840537804926201,0.28255983957496866,0.3829129446823594,0.4236679226698387,0.5802945903485884,0.13952357407779045,0.3252524040069512,0.3441095950680315,0.5763570465562338,0.5538095005285784,0.3459387933863178,0.3419834196222441,0.43949568235036496,0.6036175945619391,0.1910447401804722,0.32509963551251214,0.5998006678518465,0.47685743034657174,0.3749295176267901,0.2751929890619141,0.4133223431090672,0.5714986829342359,0.4414524495116068,0.7312233982020097,0.49516601333001237,0.5251059873003023,0.3467814849319425,0.5097413594436846,0.645660721415079,0.2899420344905046,0.25940577462263875,0.12242068928315694,0.11859524515035161,0.09541334913915,0.2595168841311393,0.41125639697524036,0.23096570304167782,0.3974161975671633,0.24156493781547514,0.23420400674729117,0.36792131108813336,0.21183396133491936,0.20462913344047007,0.20568127329351507,0.23723035028633485,0.1688706165881561,0.305569850239807,0.16392405451784073,0.30406952115713365,0.1641229863737144
SP0052502,0.31427736887589997,0.48231056703512803,0.8642099977148403,0.11248161318186349,0.2901200470553588,0.39499899131129745,0.5618110903683883,0.7671281619660273,0.5680415197441672,0.5565179696570364,0.8494531249278805,0.48602163894281164,0.6357891567262731,0.6607499540817844,0.7635014248128664,0.16932583438104576,0.5528188588240894,0.25867185325844816,0.13214325232067772,0.11481560933565799,0.27262671333124194,0.46542382262994075,0.4565942076515659,0.5647787114301887,0.6649973209647896,0.41450526643852786,0.4648664935266184,0.5720177023971648,0.6939398531111437,0.38352612795012586,0.41538418333160376,0.23853757243213056,0.11698415747056322,0.13883467104864414,0.302072912112069,0.45316258751439303,0.6142832857990383,0.5862790964989351,0.44444807168493755,0.4174949550194556,0.5662602169955899,0.6877083056879066,0.7883541097831255,0.5965592322413233,0.4747602008494381,0.3233304481603308,0.13259009173229627,0.6341651849126684,0.84342695899706,0.5680730870863636,0.6784110698896473,0.5330095546773698,0.7124488911370708,0.808075369610054,0.19552181372322194,0.31359730237246614,0.4745575263219064,0.6825870474479061,0.4556830957201479,0.45624995059939016,0.7376977706254297,0.37454815050841106,0.5242860255541186,0.5499123943652369,0.655133397004172,0.12502443497547383,0.27933269607967703,0.48757013430254764,0.3424699400568397,0.433288665027842,0.5854704948286052,0.2890055100807952,0.3743800562591516,0.4549626050858493,0.574680302448041,0.16789803948371076,0.37219783380692045,0.36784899352936673,0.5083615472267071,0.553227401518827,0.3434379479081613,0.3589795584281478,0.48378504837799985,0.6066041310389788,0.2082944628186842,0.36562239923718376,0.5553564455907701,0.45247063959768336,0.3828551394153774,0.30330206551948946,0.4699096411013749,0.5864857748311582,0.501613446598242,0.7109170503385023,0.4572113489562866,0.5466460036938701,0.40184300319402927,0.5816610948726711,0.6804228895590378,0.21286346040640836,0.29953248337476235,0.09112909660557592,0.11837946711254839,0.11608600700386527,0.23886410997749477,0.4633005905778401,0.17289186490671943,0.32820688436781,0.19176306397506288,0.2351657676045572,0.3906522414714097,0.21390703563632688,0.27184535419886924,0.29839323789250305,0.1993779591600075,0.17608485267825538,0.28909395553588885,0.1799412838438743,0.2867293675184492,0.12282107153012889
SP0107608,0.3113658855386638,0.5156100012169684,0.7957515464492406,0.14733301359570963,0.3122913550778772,0.42564368641397576,0.547884481992228,0.7226977266297547,0.6232124299352235,0.6701499143362303,0.8641145996274641,0.5374990490568999,0.6694537423426064,0.7112929365469985,0.8227994780297737,0.20454545454545453,0.48679401437169845,0.259273716665123,0.16227477457393583,0.15186703710632976,0.2714435250867232,0.4268704811233487,0.49157571390150445,0.6574764309835652,0.7028019987943668,0.4495307771422465,0.4936468314108094,0.5993415860265665,0.7288597953492542,0.28365498050502036,0.44602436725632416,0.2838461549028,0.1466765495319407,0.16013868123867483,0.24454253675501597,0.48682432372180756,0.7128849902789387,0.6441286547651195,0.48756375528322515,0.4492753623188406,0.5928426459496168,0.7213802699260218,0.71081536534885,0.5280375343175691,0.3843612431621653,0.2893922598695763,0.13128747052169154,0.571694285225066,0.8326709887391429,0.623656274661963,0.620714532524533,0.493194765119922,0.6539113280839267,0.7621928531273292,0.19063749387572126,0.32704458074363874,0.43993138529569054,0.6212543839022456,0.47655603036108346,0.5322573013619305,0.7179004691201293,0.3901855431914568,0.5263768439122984,0.5639746088709918,0.6763915594945081,0.1454923715876504,0.25,0.4320613174728129,0.34982547705611916,0.49559897720312857,0.5786635097539248,0.29339747568010127,0.3730546526564242,0.45359020129658695,0.5802082129455293,0.12444360975309567,0.29766783140296227,0.369642857374965,0.5755333911398732,0.5618680727322578,0.35250390320153935,0.3545332203665637,0.47850081271473766,0.6091197960180289,0.1823948769764433,0.33601810580360747,0.5784751487487935,0.48422378054154125,0.3547602091669567,0.2902508078272356,0.4387328286721915,0.5653283256869323,0.4404376319317768,0.701695760318075,0.5040386744320762,0.4918378378571423,0.36252539327361694,0.5234113227908114,0.6341095576434401,0.2627599821437916,0.24181124882259872,0.10266170177536178,0.09541814523583617,0.10895933601283976,0.23960996066671778,0.3790650300729457,0.22553733009690866,0.3521959942939705,0.21469082678063126,0.22192051901596807,0.3377373730852036,0.20919179522952092,0.1814756492584112,0.1847470838258256,0.1893939393939394,0.17379572439291568,0.29120333361860085,0.16093646604719425,0.2786132959044761,0.1306546004433994
SP0017021,0.32914204844966477,0.4644320843976889,0.796037874213879,0.10655783512619399,0.2736093171942754,0.3975002322653355,0.5326336946416057,0.7140409099606185,0.5573952999068812,0.6119799380473027,0.8049500551473959,0.47900160434182837,0.6131175552523567,0.6383781108772246,0.7331521973060291,0.1360544217687074,0.47261914887517076,0.27766665891322734,0.14764056723178628,0.11254222034974831,0.24071547358158638,0.4051539051110971,0.4515672457374704,0.6340044559518432,0.6707876217812406,0.42206244955487393,0.4530210140869733,0.560646634349093,0.6770934269196557,0.3378684749349494,0.40509203914823605,0.24252700562650392,0.11254222034974831,0.15090860951004242,0.28106935209270356,0.4556480424181459,0.6750133233107054,0.6397126394192432,0.4537652695485701,0.42780260913768264,0.5655774839151668,0.6825392523884103,0.723754853600803,0.542742940234036,0.40283910820178653,0.284415562214383,0.12111896919741576,0.5716004644074231,0.8235162101116219,0.6316278240179887,0.6221059263046048,0.4908339410402023,0.6567716567273321,0.7542739007985131,0.18419064324679865,0.320915757161125,0.449456044254646,0.6329912777502321,0.4508822269113414,0.5181253893330957,0.6984722679610134,0.37345484154268865,0.5073501734149999,0.5332991609831311,0.6305737658511046,0.1422077811071915,0.2653957441908153,0.449032555959548,0.34005270966397566,0.49346795845561436,0.578872023447078,0.2916454084350382,0.3678730591347944,0.442949231215064,0.5555933893856517,0.13797304442261338,0.3166271007361902,0.3588786802048564,0.5664950051208212,0.565009003086006,0.34640461453602533,0.347651080988398,0.46940936237929654,0.5868381018578432,0.18367346938775508,0.3416461258009793,0.5828191199533577,0.4969709326230412,0.3653062632882968,0.2935433402450298,0.4465174810075115,0.5602234718174675,0.45048435349359295,0.702398811762091,0.5227037161983918,0.5021446080948442,0.370670132772262,0.5367409962730586,0.6364450749100814,0.25191756470967497,0.24764605489827918,0.0926380818666367,0.09745951270006374,0.1105543214408047,0.22799252098783465,0.34721285064820784,0.22151815904024777,0.3392353204164749,0.18744550697293821,0.17879353769965942,0.330243430716627,0.2177932150826633,0.1862208027775925,0.18164665955798603,0.18380289927696547,0.16027744794355256,0.26591818192829736,0.16607939025780413,0.27108636875189995,0.11743857133326852
SP0091539,0.37735681737751253,0.5336775807454409,0.8631209371114207,0.1376527806794923,0.3156370750694002,0.4525152266795872,0.5793502000689522,0.7633113485582771,0.568630781219219,0.5974715812799644,0.8439228197864013,0.48749287812360725,0.6391222873106811,0.6715383428802475,0.7328871632404327,0.15768105738568552,0.501017378390615,0.2816206760785169,0.15558960676990155,0.1258005708224676,0.2502598019699622,0.4157269297239865,0.43514360449575845,0.6312050415883511,0.673576101564283,0.4226576066775499,0.448906970241706,0.5773093634088885,0.6523636792280297,0.34886772347045464,0.4286172222627896,0.2653998993772907,0.12684169402207904,0.157152211580607,0.2768205881455791,0.4430644863072731,0.6859661782988292,0.6312050415883509,0.4667688203097047,0.4219911078204192,0.5831191257296353,0.656643186687306,0.7412571546400598,0.5574573427081889,0.4110152039537727,0.2927737473443588,0.11626340874684278,0.5387543443262139,0.8133545360949916,0.5652078578555462,0.61812723153794,0.45853387659110584,0.6341684709008009,0.6888187014615116,0.1850565838865651,0.3312911013992142,0.45210597680546305,0.637022625302324,0.43496813046183364,0.4984799679984457,0.7105668439766978,0.36009954842305975,0.5023498471133442,0.5455625276234618,0.6106935390271425,0.15151322797811106,0.2671232876712329,0.4520547945205479,0.3168562762897706,0.4801638596187961,0.581040150857453,0.28100620776902263,0.3581546954548059,0.45206432500691435,0.5254701498477277,0.13216438088294064,0.31187599367987096,0.33340369558242544,0.5626706163025563,0.5538501289871468,0.34442996191002995,0.3318949248493025,0.4761904761904762,0.5510629758288238,0.18493150684931503,0.3139558699321091,0.578658095052133,0.47539599470918914,0.36335000210141083,0.2742554478108987,0.4459521490763118,0.5166921913325508,0.4253243567413788,0.7004596007045151,0.4820110191355071,0.5023498471133442,0.34940271098624354,0.5278944317999735,0.586716902884743,0.2752001280114507,0.27560433337245116,0.10296469452385948,0.09685080779578288,0.14302124451358134,0.21811766323625043,0.40416684298587685,0.21934889984221703,0.35831782811951046,0.21092505520417373,0.21406526475682133,0.3623261526249296,0.22567393929392957,0.20278043256352515,0.19477373799012573,0.19874659326238495,0.18549348453389342,0.25289040958038334,0.18002460185455565,0.24546225220595588,0.07514274306917287
SP0207184,0.3317459776029743,0.483193859522726,0.7919477233242638,0.13995505346924414,0.2791207061583728,0.4003559099540296,0.5278577242813111,0.6941845914870091,0.53034645384985,0.5628527333014312,0.7743143729358847,0.4299702279336643,0.5972365175720834,0.5990307484572484,0.6675410281918741,0.154224396662156,0.4750682015080982,0.2740142151462066,0.15991630762570863,0.12853842995538606,0.24712738897290565,0.397615528492613,0.4276611336126652,0.595459426007175,0.6381426063000025,0.39295770952393944,0.43102293620320264,0.5236125018534624,0.6081436905478704,0.323783032198542,0.4072464462292039,0.2570153740443333,0.12943003586624147,0.15192349188768967,0.26220912921891965,0.42654471858104737,0.6375476834411551,0.5914197243999396,0.4335158269826795,0.39041543654045047,0.5222553386012461,0.605443661373044,0.6920834868556126,0.5283168244449339,0.39350330922124127,0.277271378747016,0.12816798627142742,0.519026256752582,0.7590206732271472,0.5453401742579631,0.5916519974741207,0.42244233130448083,0.5869039911623968,0.6493040274471639,0.16386377075904687,0.3003575058014726,0.4180317328284865,0.5840805981179563,0.39039473375659683,0.43976984597069885,0.6343594633430882,0.2913357932802366,0.4596135853610697,0.46030169265160853,0.5309335279306113,0.1387361506379967,0.25448167945197725,0.42091793511707737,0.30121619705562863,0.43953012790985646,0.5351493636302199,0.24226842301112952,0.33806708983568146,0.39107725092988493,0.47308194704875384,0.13064102185106338,0.29470287734248246,0.31670247498090226,0.5131570025306129,0.5131530316906531,0.30783446422160426,0.3058277941533274,0.4138378577510363,0.4985175485500219,0.16672006835553033,0.30034634076537714,0.5308157143681115,0.4410231586873896,0.3386994137901312,0.24486757947555557,0.39084134749245614,0.4706616300385704,0.3913482526649287,0.6315113052221948,0.4400335262953471,0.46408669915314166,0.2974362021406526,0.46205480562115536,0.5279868749437562,0.24021931204624117,0.24398591089931976,0.11531336838813518,0.10949937435858034,0.09713581978206376,0.18186468533209313,0.35456858633118754,0.2055766787330142,0.3407296481479001,0.18695543356355782,0.17936529235954266,0.350597367033669,0.2073556346031978,0.19261510945748525,0.1768217264054894,0.21683094360174748,0.1690673915027803,0.2416009078678044,0.16464835717928034,0.2339005331317412,0.08479864575817136
SP0363734,0.37590118348211965,0.5278319048171334,0.8855689421737537,0.1512607635644628,0.32451238696493373,0.4564511817917059,0.5697634551791363,0.7447652894623908,0.6286158872450606,0.623117430482759,0.8283313152630595,0.5243503701320296,0.6890013969381087,0.7011433693750393,0.7652642094492924,0.1580248168218618,0.5374110171698534,0.28428377291807616,0.1792989574244807,0.1643392121257641,0.2681189197017637,0.41862010465383703,0.5423919812270928,0.6765384807135024,0.7109541961242742,0.5009174319641375,0.5362951505669051,0.6522256071562856,0.7346470294280727,0.3826274174174986,0.41761369859219244,0.2613236594775095,0.14166666666666666,0.17198137725651774,0.27820970756972346,0.528834258943109,0.7092907141762775,0.6647049146390344,0.5230061188801234,0.48944792930487907,0.6433600380400378,0.7267365657255691,0.7523632986535977,0.5712186520002837,0.4303441979706161,0.32472265167329417,0.15500620230355971,0.5951852003258995,0.8318344027535275,0.6148421561273523,0.6636001111177553,0.4932581303346611,0.6890483224390704,0.7573558818211986,0.18191559053217973,0.3225879690699068,0.43046767735101743,0.6063236229684356,0.4853005487602628,0.5130885610123165,0.6842117763225193,0.38873012632302006,0.539530115598935,0.5662620732595034,0.6359177786231633,0.14389642297097896,0.24855613202160273,0.4244094224720961,0.3868021842042977,0.4985253196489279,0.5724706816589343,0.32788544721328533,0.40736691237363315,0.48991554481992317,0.5700594002999313,0.11677729898140354,0.28880137294795305,0.39885557188912507,0.5684264676341397,0.5535525867143325,0.38279306453510836,0.377429987242606,0.5124784682246862,0.5960089459632482,0.17585834150014681,0.3752477739439008,0.5809969354080474,0.4949760837981645,0.3954185280147741,0.32148570337797927,0.4887756581407566,0.5708519920875931,0.4560294395545612,0.6880795522547285,0.5093073593073593,0.5142085593916892,0.3641195929870282,0.5577619694569007,0.6318283776608078,0.23905757899949015,0.19974968992613726,0.12056277056277052,0.11478822522524962,0.11454741984093443,0.19791886925358848,0.34550582312633876,0.18702150453587235,0.3511623098517584,0.18269299053518667,0.18755760969753896,0.3125905539607951,0.17640762356115391,0.16535946579548608,0.17983366043252583,0.22424242424242424,0.1776158678350898,0.24930858174632964,0.19581272043423345,0.26770895371695497,0.08355342835734682
SP0319906,0.35539468588697243,0.47045133832481417,0.8427850962472209,0.13859563254896018,0.30439340745118243,0.4003947278926772,0.5446648763228172,0.7330519207069306,0.5663652959257948,0.6156710992406434,0.7921775496987324,0.4855301966138043,0.6151171924856054,0.6599274544340884,0.7325464937606239,0.1153283180302586,0.49210540546645676,0.2648520302141849,0.1483611316890698,0.10938107353793046,0.2292715311486939,0.39479389003038395,0.4630060622895165,0.619682968692884,0.6422295720696525,0.43227966083441816,0.4501529487749796,0.5835637680838409,0.6698838435288287,0.3781425933995357,0.3730414745578899,0.2258847188932659,0.12737172080065307,0.15772646675094185,0.28916918815166853,0.4750823413592844,0.65498260786410345,0.6209440755618285,0.4664761769949348,0.4380104496190166,0.5944708743537012,0.6799418632801911,0.7304122325577908,0.5596172845109346,0.4498764843812836,0.31976835888057953,0.1357129142611699,0.6220443792087372,0.8247535305061136,0.6347405000310208,0.6681463706090932,0.5338708150576957,0.7096299429565991,0.7768042208403996,0.17495780610614262,0.28081373609625143,0.42080427478805876,0.6129925082888226,0.4336538405956618,0.5064252738669215,0.6576083824189227,0.3577861657396532,0.4775727334941964,0.533694235407202,0.6105286124639403,0.1113467675518349,0.24617013239082655,0.4390056622604102,0.33988912045180353,0.4775120254705337,0.5433846215964064,0.2939173356758893,0.3513584356877916,0.4571653803064995,0.5422304634877981,0.14495333451022496,0.3333333333333333,0.3621101991686385,0.5322920965685131,0.5334030345029888,0.34326336119211825,0.34203441573330257,0.4828823128414225,0.5692016380605227,0.19340349481998506,0.3602415240185685,0.5570754423492795,0.4732876288807373,0.37812080894344263,0.302031027022932,0.4725849675960256,0.5546571556444972,0.4884587190372566,0.6915451495889049,0.5213140529887819,0.5325276096046018,0.40314374876131903,0.5805174111661968,0.6512853860891242,0.20317026236244537,0.2270310783975481,0.0920328075786424,0.09908965610164307,0.12081329983433914,0.20718500264314987,0.3119522336721894,0.18903239048780024,0.29353819348397303,0.14089678902729658,0.15119893873084234,0.3153933437326557,0.19331533091329628,0.17571132466553613,0.18289951420477146,0.1804194272996952,0.17594776442390087,0.2553377071457064,0.17810889679119532,0.2549168403388527,0.08637991412536512
SP0232145,0.37838249128148066,0.5089322109854613,0.8452806538384076,0.13979033643480085,0.30614158539113684,0.4296025986245334,0.5681839870908891,0.7437471399392498,0.5285781940872166,0.5737181489838072,0.8046553436933204,0.45079129512733507,0.6083908580578566,0.6180469439012766,0.6805279932933044,0.1364827901489502,0.49105504000315225,0.3032417790426426,0.16959973878571727,0.11526895004048715,0.25324108387204186,0.4093219304966228,0.41138080511628516,0.6224585659789887,0.6527084099788121,0.4022120259226637,0.42591495236388555,0.5322387189162704,0.6186776322700871,0.3562126358613677,0.417358660306947,0.24807765869236115,0.11095469932465983,0.15780614954452418,0.2834929777113198,0.4016735161125406,0.6500675398361964,0.598870815557125,0.4242375567472248,0.38167493877283276,0.517894253863892,0.6051205003548172,0.7313432835820896,0.5472636815920398,0.4157515580829597,0.2846089346850218,0.11963978534961921,0.5139187032346142,0.7793477193519527,0.5352701102281697,0.5911068079434879,0.4242739698500554,0.5808006808071587,0.6481320400757277,0.18407960199004975,0.32205186828988763,0.44841223340444963,0.6237640816260883,0.3889963955719327,0.45911194013798023,0.6655603761170427,0.3136066266390821,0.4690758609014114,0.4814688366421018,0.5477260775319184,0.1427511280867139,0.2647856230394185,0.44046816065671196,0.28101334746495293,0.4581134735651059,0.5503183807623836,0.24657765661477923,0.33048157969881026,0.39702759162589063,0.4790467613132884,0.14826751765662793,0.31849142477487996,0.3106164238579721,0.5456307333943339,0.5394262138138115,0.31985894862051534,0.31336363593089356,0.43067070135371227,0.5180800531565358,0.17579668894880027,0.2852716022828352,0.5527221823347733,0.4451400462348589,0.3372866890552808,0.23825446840091274,0.3893380983377954,0.47379915844648923,0.3953391316437635,0.6624845721171021,0.44600475176473814,0.471482303811356,0.3090735726955045,0.4678998017731933,0.5395332935379684,0.2704520796038584,0.2775550972208078,0.09563191045941376,0.10458924019351493,0.12087537613510335,0.20778903721566888,0.37860290876947145,0.22598355452824873,0.3555940568882281,0.21018368765451262,0.19003971648654427,0.35637698732230344,0.22697663914512126,0.1990975905771184,0.18905472636815912,0.19923938163498447,0.16792127547825825,0.2395878117195118,0.16024068106213168,0.23908538095274842,0.08752396313740876
