PID,A_ES_R,A_E_R,A_CHK_I_R,A_N_R,A_CHK_O_R,A_M_R,A_ES_L,A_E_L,A_CHK_I_L,A_N_L,A_CHK_O_L,A_M_L
SP0212142,0.057823730411217154,0.005154942853776361,0.03443501826322611,0.01337339460351124,0.06418640273359259,0.01198892423706845,0.059149287145045366,0.00503711558854719,0.03393425238600212,0.011488158359844463,0.06374455048898316,0.011252503829386126
SP0081382,0.05073260073260075,0.005837912087912086,0.03589743589743589,0.015819597069597062,0.07099358974358976,0.01652930402930404,0.05006868131868132,0.005357142857142856,0.033791208791208796,0.014674908424908413,0.06872710622710622,0.017307692307692295
SP0112105,0.05528177277146402,0.00792852593114084,0.04162057058567165,0.016862784538536336,0.07662006771933351,0.023366522511649758,0.059338227899024445,0.007710617184618997,0.042274296825237194,0.01468369707331791,0.07965402795936839,0.022260216567769633
SP0099111,0.05726369495166487,0.006310418904403871,0.04971133190118152,0.02013963480128895,0.07439916756176157,0.015255773361976376,0.05701194951664876,0.005991541353383459,0.04969454887218044,0.017320085929108494,0.07119360902255639,0.01569213211600429
SP0374870,0.03826321820265183,0.007550335570469799,0.04337862170568014,0.014425437878539858,0.06600916680307742,0.014773285316745776,0.04616140121132756,0.007857259780651493,0.047573252578163375,0.014773285316745792,0.07235226714683254,0.015468980193157646
SP0111847,0.04720447037757402,0.005680590287425516,0.046123923312031134,0.022923034176160054,0.08996326139977152,0.01730418943533696,0.032370102806335094,0.004893334568244265,0.032370102806335094,0.009200086443765241,0.05595690160847149,0.01234910932049025
SP0308379,0.05717473155766284,0.008343792125691436,0.041893273834425704,0.014549342258169472,0.07644215125737926,0.017082694184911453,0.05783712174034305,0.008157858039325061,0.0407311857946358,0.016176265513875337,0.07444335982894064,0.017257007390879948
SP0080976,0.043752890841813136,0.006085222016651252,0.03918536077705827,0.013890494912118405,0.07134597594819608,0.01360141073080481,0.038477104532839965,0.005709412580943571,0.037667668825161885,0.013673681776133212,0.06051977335800184,0.011650092506938027
SP0115896,0.048117154811715496,0.010840623811335109,0.05278085567334251,0.016645442968892105,0.07055914796500569,0.008012634990986821,0.04767889923429309,0.010203912878098798,0.05766781881026013,0.022566027750673935,0.08510427175153389,0.008814725387401396
SP0259785,0.05747508305647841,0.006435338993478526,0.03786144948935644,0.01876461178786761,0.06344284483819372,0.025827488618186283,0.06382428940568476,0.006902916205241787,0.04141749723145071,0.019539805586317228,0.06881998277347114,0.02671342438784299
SP0088992,0.05595489781536291,0.007751937984496124,0.04190073492399073,0.014356186449209694,0.08808013691734626,0.014446793516560953,0.05063928319742274,0.00786267995570321,0.04094432699083862,0.017698580489278175,0.08362025571327895,0.01392328601630927
SP0074828,0.04832431989511635,0.011799410029498528,0.0499221566699443,0.023414454277286147,0.08165355621107834,0.008654949196984604,0.04957391019337922,0.012454932808915114,0.05026016060308096,0.021109882005899673,0.08461365126188136,0.009771386430678458
SP0332475,0.05375198613317925,0.00826953632818142,0.04230463671818577,0.015419615773508616,0.06816047956088395,0.013054311714574607,0.05463671818575761,0.00845009388993211,0.04701718907987866,0.01760436227069188,0.07057995088834321,0.01249458327314747
SP0033921,0.05573905862923204,0.008471725234731015,0.04177753310701288,0.02072055540263633,0.06399669694467378,0.0230602195920115,0.06436370309202678,0.008150594855797168,0.046227482643667626,0.019803040034253882,0.0759855644248708,0.026638529528702937
SP0052502,0.049636230864932115,0.007870395412992911,0.054220533347757886,0.024233244982961,0.08766971385297777,0.016471033699356305,0.04069751717423054,0.007187483096229784,0.04369962676475361,0.012718396711202468,0.06137420890355384,0.013590631254394983
SP0107608,0.04416447079490558,0.009112867808519979,0.040294246815985965,0.016578831796223104,0.06332345191040843,0.014629995608256488,0.04995608256477821,0.009442248572683352,0.044960474308300385,0.018582564778216952,0.07364404918752743,0.01756697408871322
SP0017021,0.04433497536945814,0.007811400422237862,0.04431151771053248,0.016608022519352585,0.06584564860426935,0.01459066385174759,0.04201266713581985,0.007342247243725076,0.04496833216045039,0.01649073422472436,0.06727656579873328,0.013886934083978425
SP0091539,0.049645885751560884,0.007757897679619792,0.04016401080980336,0.015678874289441782,0.0799552697791445,0.010856397353461928,0.053769452986674134,0.00861988631068866,0.0435187773739633,0.017216475631348434,0.08452147982480662,0.010949585313577478
SP0207184,0.05088783403656821,0.0045622362869198315,0.03326300984528833,0.016587552742616047,0.060724331926863565,0.011374824191279888,0.05049226441631505,0.004720464135021096,0.033588255977496484,0.017809423347398018,0.05805203938115333,0.011216596343178613
SP0363734,0.05454545454545455,0.006114718614718617,0.0437950937950938,0.019047619047619077,0.070959595959596,0.009794372294372295,0.061165223665223666,0.006655844155844151,0.05099206349206351,0.02582972582972582,0.07886002886002887,0.010191197691197685
SP0319906,0.049133220275108344,0.009500031405062498,0.046338169712957726,0.019188493185101414,0.07369197914703852,0.010552100998680996,0.042867910307141516,0.008086803592739151,0.03878525218265186,0.013645499654544308,0.06284153005464482,0.008714904842660645
SP0232145,0.05091691301944385,0.005864397817674911,0.03637609056168432,0.01838632922344798,0.07033672218617061,0.011921070973634236,0.05750234335568535,0.006297017328814862,0.03797437931117359,0.012774292787271381,0.07096161703559498,0.012594034657629724
SP0039470,0.04948712581117856,0.007850115135021984,0.04665410648245061,0.022126857860581953,0.07702881864489569,0.01498848649780197,0.04638894703788989,0.007878026655502059,0.04520968529760659,0.018658851440932236,0.07670085827925477,0.015407159305003148
SP0125557,0.042632204396910275,0.006451065274594689,0.039533995416348354,0.014896867838044305,0.06283422459893048,0.014514896867838049,0.054897716662422553,0.007554536966301671,0.04570919276801629,0.020371785077667424,0.07758254817078349,0.016912825736355143
SP0261850,0.047645166008483265,0.0058505192335819795,0.0333113938862074,0.011627906976744198,0.06137560333479594,0.014297206377065955,0.05640266198625128,0.0047535468772853615,0.040752523036419484,0.01579640193067133,0.06901784408366242,0.014681146701769782
SP0064509,0.04130931961120641,0.008923466470636285,0.044086416727926174,0.014518500367556964,0.07122437311116556,0.013517928612268224,0.03922649677366659,0.008555909499305726,0.04535244629584252,0.01948051948051948,0.07083639630809445,0.012762394837866531
SP0090024,0.048708521870286556,0.008446455505279034,0.045965309200603315,0.014696455505279031,0.05768288084464551,0.017477375565610857,0.05499622926093515,0.009078054298642535,0.05100867269984918,0.01907993966817495,0.07804487179487178,0.020503393665158364
SP0152998,0.06036288496376811,0.011449841485507246,0.05249377264492757,0.020153985507246362,0.08865489130434787,0.01995584239130436,0.05611696105072463,0.011294157608695652,0.05549422554347826,0.0195595561594203,0.08496093750000001,0.02052196557971015
SP0119599,0.054464677490127254,0.006735410267661257,0.03531154014918824,0.015939008336989906,0.0657854322071084,0.019043440105309346,0.05734971478718737,0.007349714787187363,0.03831724440544099,0.013470820535322503,0.07154453707766567,0.019591926283457656
SP0368575,0.0540290977883879,0.008175307418584748,0.053128237466780776,0.02396288455474978,0.08447817665870903,0.017116346110535568,0.04506553758839692,0.008152785910544571,0.04065132201252197,0.012792216566821304,0.058105490743660185,0.012679609026620426
SP0127462,0.052085139587307094,0.00864834402635686,0.048747182243800945,0.022715449973989957,0.09372290619039364,0.014348881567539457,0.04181116698456737,0.007803017166637765,0.03686925611236344,0.012896653372637436,0.061535460378012836,0.010360672793480142
SP0082424,0.0517583239805462,0.005667789001122333,0.04279835390946502,0.022540216984661417,0.06879910213243547,0.01836887392442947,0.05067340067340067,0.004657687991021325,0.039973812196034395,0.01887392442948,0.06965955854844744,0.018368873924429468
SP0335966,0.0543103448275862,0.004691259021651965,0.036487570168404176,0.015216519647153164,0.07919005613472332,0.01836407377706496,0.0469326383319968,0.005493183640737767,0.03177626303127506,0.011447473937449881,0.07052927024859662,0.017762630312750608
SP0251443,0.047092416512059365,0.008029916512059369,0.05045512523191096,0.022248956400742086,0.0791396103896104,0.012160830241187377,0.0400481215213358,0.007725533395176253,0.040656887755102025,0.015262639146567752,0.06203617810760667,0.009044526901669766
SP0070762,0.052270414272030656,0.007326089559386974,0.04608177681992339,0.018229166666666657,0.0749296575670498,0.016971982758620694,0.05249491139846743,0.0075356202107279705,0.049322018678160925,0.019606082375478937,0.07712972940613025,0.018393797892720304
SP0131423,0.06270373331693216,0.005894171433257478,0.04615905037210159,0.019660905754761464,0.07461508497857601,0.017210980585111835,0.054820919695758245,0.0058634192344752655,0.03866576460216906,0.014484285626422289,0.06379031100723702,0.015529860385017523
SP0074005,0.04665842913935746,0.004566455356183517,0.034212599835249456,0.015391640700547972,0.05991905734035315,0.01525733319007199,0.042530711650728845,0.004235163497009421,0.03509902940439095,0.016779484975466507,0.05963253465133771,0.015445363704738372
SP0032793,0.057558784059746765,0.007453760429429955,0.04663340918373299,0.01840830853608729,0.07596709259583409,0.012296516716261162,0.05639185483400432,0.008037225042301182,0.049142307019079304,0.018160336075617012,0.07687146274578449,0.01248614271544431
SP0293684,0.056338028169014086,0.00474342872521755,0.047406252803444855,0.019052211357315888,0.07392123441284654,0.010529738943213417,0.04588678568224635,0.004160312191621066,0.04062752310038576,0.01753835112586346,0.06957028796985734,0.009812057055710054
SP0354376,0.04855532064834392,0.008086680761099363,0.03856589147286822,0.011116983791402392,0.06287878787878787,0.01162790697674419,0.06051797040169133,0.00821000704721635,0.046053558844256506,0.017529950669485567,0.08128964059196617,0.0136892177589852
SP0026507,0.04949137868840634,0.006709472621023012,0.04314263040184692,0.013671452276170542,0.061449390375874796,0.013455017675492377,0.059934348171127624,0.007178414255825697,0.04907654570377317,0.0224370536036361,0.07966596926628672,0.015980088016737625
SP0025301,0.05631545684362587,0.00727925243770314,0.05731988082340196,0.02215375586854462,0.07647165041531237,0.02068661971830987,0.050943481401227876,0.008024106175514628,0.05466775009028532,0.019625767425063174,0.07252166847237271,0.020889761646803895
SP0361989,0.056788810511011784,0.006232836142372514,0.04047978030262236,0.01550131926121372,0.07370698939206292,0.008100667707716329,0.06125141349415756,0.0064482257282860375,0.043858704431640735,0.01807589790533627,0.08386732001507725,0.009197808410963322
SP0384284,0.0743862762496303,0.005268411712511092,0.03983658680863649,0.01811594202898551,0.077880065069506,0.016914374445430345,0.06261091393078971,0.005046583850931676,0.036804939367051176,0.01244084590357882,0.0615387459331559,0.015490979000295769
SP0173573,0.05074466451711959,0.013991248272685391,0.052164900967296174,0.015161983724857945,0.07550284047290033,0.013031629049593116,0.0488446184553969,0.013473053892215571,0.05252955627207123,0.019211576846307397,0.08137571011822507,0.013492246276677408
SP0165435,0.06610818884343139,0.008393402168972018,0.050376647834274944,0.02168972011169558,0.07445288655107472,0.015390609779855827,0.06015000974089227,0.008766803039158388,0.04110656536138711,0.013978180401324758,0.06942009221378014,0.01459510357815442
SP0109837,0.04574035087719299,0.005466666666666667,0.04428771929824561,0.018828070175438597,0.07131929824561406,0.012792982456140354,0.04380350877192983,0.006042105263157893,0.04687017543859648,0.017410526315789484,0.07204912280701753,0.011235087719298239
SP0029610,0.05400329615576251,0.006199455751025257,0.03560614771377103,0.015053083438733659,0.08086121651144067,0.013500824038940628,0.05774021693304204,0.006649802613928174,0.04023418036870952,0.017630600590241845,0.08093787129661567,0.013155877505653286
SP0224575,0.054063408556001655,0.0133007654120765,0.05143292260833447,0.02069777100927593,0.06942109531061488,0.012984315974763155,0.05365795771444394,0.013063428334091489,0.052352603785526385,0.022102015387353884,0.07197246889895376,0.013913886196871112
SP0285777,0.05645333675345219,0.008229660980719082,0.04558377153606088,0.016245564533367514,0.07315847975717157,0.015689795220383912,0.05468983797186952,0.008101406523876706,0.04417297251079476,0.01427899619511777,0.06876576461032022,0.014524817237399004
SP0036013,0.05174248470337856,0.004838387869114122,0.0376928704442671,0.014565043894652808,0.06574221867517958,0.014797818568768294,0.06516028198989093,0.0057528598031391315,0.046205772811918074,0.016859537110933746,0.06896781058792233,0.015313248204309666
SP0047562,0.06495301271420674,0.0069866715803697564,0.04691818684355997,0.019286284626251468,0.09160217431361711,0.011808242736932628,0.05826576991585283,0.007232356734844295,0.0430563233216633,0.014572200724771193,0.08123733185922238,0.011247773478287584
SP0309840,0.05191224546063255,0.004667375635117569,0.03672850447043997,0.01529205561463627,0.06950844854070662,0.013431013431013428,0.054551183583441645,0.00506124699673087,0.03891449052739376,0.01563669305604787,0.07584977746268068,0.014287683642522355
SP0006193,0.03252404947320203,0.0029317453046266598,0.027118644067796613,0.008871583447854652,0.04869445716903345,0.011742250725301565,0.048495953580699344,0.0033898305084745757,0.048511223087494275,0.027362956176515504,0.09141853718124905,0.016078790655061844
SP0282672,0.047194623027469317,0.006924150918890837,0.03720209104487303,0.01067439444119749,0.04579031105915973,0.011989414897071235,0.07221248132995649,0.007817066043249565,0.05189460354568478,0.022217351776089352,0.07590590298071305,0.014310994220403918
SP0039684,0.04734805372183019,0.005562827225130886,0.042581948554518564,0.016204757568859557,0.07002617801047117,0.010414295470066007,0.049354086045982244,0.005818916458001366,0.04273844753016162,0.0181965627134077,0.07248748008194854,0.01051388572729342
SP0009978,0.06315946221919673,0.008339006126616748,0.040546289993192645,0.017050289312457452,0.0758700646698434,0.008615554799183123,0.04420524166099387,0.007977365554799182,0.03385593941456773,0.012774421375085089,0.060436521443158614,0.007839091218515996
SP0288498,0.04896306700817979,0.009832272990167732,0.05608526811534329,0.018516070395769642,0.08269850450301577,0.013343799058084768,0.0432454763281831,0.009303478476410805,0.05309427414690572,0.01620259439808313,0.07284970668429312,0.01245972073039742
SP0030903,0.048662905590616444,0.00747434181169121,0.03856696627780966,0.012637852999298775,0.07334098297953721,0.010040160642570272,0.05073468477082935,0.007466373430228853,0.040407662395614205,0.013012366928029574,0.07227321986358129,0.009538152610441768
SP0107184,0.046824808500123556,0.004874542309679447,0.04582519037671,0.019711570860570116,0.066704854325314,0.009311049711346227,0.05329424714154144,0.004582519037671002,0.05025046611406878,0.019632949210413995,0.07527461419233103,0.009715389626434838
SP0168613,0.048867929068116746,0.008571737927383851,0.04782729000745889,0.0184066793388032,0.06580688626356444,0.018027718293592555,0.049968720675633405,0.00861384471018503,0.053186881932581025,0.021684993142609653,0.08561511994417843,0.021841389764442623
SP0271893,0.05262706043956043,0.008965364992150705,0.04905808477237048,0.02050627943485088,0.072704081632653,0.016655219780219773,0.046801412872841446,0.0077021193092621665,0.043060733908948205,0.015649529042386173,0.06722184065934066,0.014913657770800634
SP0018705,0.052426177610392456,0.007354947874024342,0.0461082910321489,0.020918617979367955,0.08162764041264124,0.013127012717646427,0.05177119152884668,0.007395884504120957,0.045221330713389005,0.02203755253534196,0.0816549314993723,0.013263468151301777
SP0121018,0.055706417317791725,0.0058281029845010865,0.0361982835916485,0.015319584987831446,0.05778147816062509,0.01725374663763289,0.06605610349686179,0.00582810298450109,0.04410144741898296,0.017189701549891113,0.06865633405917769,0.019277571410272833
SP0352183,0.05241687192118227,0.00703317426108374,0.04448891625615764,0.01801108374384236,0.06689693657635466,0.020137392241379306,0.05211861145320196,0.0072833282019704425,0.04780826662561578,0.021138008004926122,0.06870574199507389,0.02007966440886699
SP0298670,0.045485157747500386,0.007447028959229136,0.046689633735688754,0.016551831321556226,0.06311195151012794,0.017989431694555254,0.04415116821219499,0.007291612702688702,0.04481168730249184,0.017626793762627567,0.06241257835569602,0.01883126975081593
SP0134519,0.049607100457911696,0.007914523149980212,0.04805246198202274,0.014330940132285593,0.07436825145570694,0.012126180111933964,0.049720165074339975,0.00799932161230143,0.04607383119452766,0.015094126293176566,0.07637514839730905,0.011871784724970314
SP0296249,0.04329587585521538,0.004471964224286204,0.04204888583113558,0.019751175323930725,0.05751920651301459,0.019521843825249397,0.05642510415472232,0.004357298474945533,0.051547032068187906,0.029225432863203768,0.07631961166532888,0.02177215915606009
SP0303628,0.040360247872734005,0.0056996855345911954,0.04215223825379207,0.018232056973732907,0.07276637069922305,0.010624768775434695,0.043285238623751394,0.005977155012948574,0.04840686274509805,0.02306465038845725,0.08714853866074733,0.012763596004439517
SP0030439,0.05010108892278225,0.006517575284645123,0.05892420104281204,0.023250452239917705,0.08863015642180685,0.014666761252793249,0.0356826162522612,0.005684035044159898,0.04717483063171708,0.017788103429929415,0.06663001454261697,0.010029085233923325
SP0276866,0.05548322376846239,0.007534363527704265,0.04112951421497482,0.016914966276786472,0.07866259711431736,0.014481772389652524,0.05269785708187484,0.007310253564415607,0.04166310936566208,0.014513788098693779,0.07581319900964739,0.013307863058140522
SP0115136,0.05833875313574285,0.008993774969803955,0.05251323980302889,0.02122084920561184,0.07566663569636724,0.013815850599275306,0.0550311251509802,0.008334107590820402,0.05564433708073956,0.02310694044411408,0.07259128495772554,0.013239803028895287
SP0152179,0.039066200663158836,0.0049928947267350275,0.032441013429606584,0.011995749638335183,0.05922981398266575,0.011355634929779418,0.044443164215027336,0.004615227048687126,0.03831726645414859,0.018704151783999676,0.07313310545249709,0.012559050581864274
SP0085337,0.04331046312178387,0.005479321517057373,0.039153325709929486,0.018593958452449016,0.08365494568324754,0.012745378311416044,0.040523156089193824,0.0050266819134743655,0.034495902420430734,0.016688107489994285,0.07422098341909662,0.013055079092814935
SP0100839,0.05917804837913444,0.006181092644396905,0.04963386539410894,0.01764851077834457,0.07770075695244366,0.014018018759256208,0.06379586967253578,0.006973012999835447,0.05171137074214249,0.021762382754648688,0.08343960835938787,0.015375596511436562
SP0010359,0.04734519675925927,0.0065345293209876565,0.04442756558641974,0.01918161651234568,0.07585841049382716,0.012261284722222232,0.05055217978395062,0.006691261574074074,0.046573591820987664,0.02231626157407407,0.07615981867283952,0.012562692901234568
SP0076011,0.06196036106750393,0.005514128728414445,0.0420820251177394,0.01690541601255887,0.07006475667189956,0.021762166405023542,0.06362833594976453,0.005484693877551018,0.04640894819466247,0.020898744113029832,0.07622645211930927,0.023518445839874422
SP0298561,0.06643693133214092,0.004213974648106384,0.04674741426238433,0.019305544754646537,0.08344836301423128,0.01627750991523446,0.06081829846799907,0.0042091142390543596,0.04334998833501828,0.016369857687222947,0.07428649195116262,0.015358892604401585
SP0143342,0.06936170212765959,0.007986906710310965,0.05085651936715766,0.025193671576650298,0.07085651936715764,0.022193126022913255,0.05436988543371522,0.007997817785051828,0.03852700490998364,0.016966721222040366,0.05655210038188763,0.019323513366066563
SP0368218,0.046425822807732366,0.006654896102132285,0.03723572819050206,0.016116619131694522,0.06862012766535375,0.013502195662999674,0.05348816152836253,0.006768074607270587,0.044999773642989724,0.019523292136357447,0.07923627144732674,0.016060029879125363
SP0029596,0.055418278183641305,0.006356539177768226,0.03316143818937115,0.01863987967339923,0.06630497063457956,0.011692450938260993,0.0571730411115886,0.006732559805185502,0.03649190660363845,0.01622260421143103,0.07167669388339777,0.011710356682423722
SP0044182,0.03683067231454328,0.005425219941348972,0.03705875963940479,0.01565113500597369,0.05557184750733139,0.01839904420549582,0.04492777234712719,0.005430650591940914,0.04649723036819812,0.024291300097751704,0.08223091126316934,0.024378190507222768
SP0359831,0.04893912130754235,0.006710151446993556,0.03889263757684809,0.017637576848103166,0.06627680311890838,0.009427950217423903,0.049126555705503075,0.006953816164342478,0.040110961163592744,0.020823961613435304,0.07021292547608336,0.011133603238866401
SP0361549,0.05332071687370602,0.008928571428571428,0.0503202639751553,0.018835727225672873,0.0746312111801242,0.01416116718426502,0.061545678053830224,0.009235895445134572,0.056353519668737057,0.02664822722567288,0.08731237060041408,0.015560300207039338
SP0385245,0.06512755844407797,0.00873993597827141,0.05387040450092153,0.021718886409933084,0.07363468813657964,0.011771267824231251,0.06333300999126977,0.007886312930449122,0.052100106702881004,0.017916383742361007,0.07310602386264431,0.011771267824231237
SP0379456,0.04561578236489898,0.004106580078311525,0.03478996411858603,0.01235384804289398,0.061926136131083165,0.009400111873610105,0.04951771559545411,0.003431245480715446,0.04089526174331829,0.017313123320190443,0.06972318103060152,0.009836691815490396
SP0105354,0.0528735234403839,0.00757890365448505,0.04183393318567738,0.016519010705057208,0.07531030823181983,0.010831949058693231,0.05869324473975637,0.007475083056478404,0.045075442967884835,0.022004198966408272,0.08921073274270948,0.012077796234772977
SP0297673,0.0521203007518797,0.009,0.049917293233082714,0.017413533834586457,0.08502255639097742,0.016187969924812022,0.050939849624060146,0.008225563909774435,0.049721804511278195,0.01727067669172933,0.08721804511278196,0.016969924812030066
SP0226030,0.05320387888006845,0.006048866283215289,0.038444169796073596,0.017695013547559077,0.06551552027380333,0.013250463469125836,0.056436278937110805,0.006441032466606454,0.0422945286875505,0.018954698863906466,0.07969292199458097,0.014937966440081761
SP0200725,0.052625100018464946,0.010935352167579652,0.055446133645185774,0.018813729714203666,0.06591986212839301,0.015449005970332998,0.0545741777969266,0.011222584682300325,0.055969307154141286,0.024948195564309293,0.07686547260006973,0.01553107240311032
SP0082493,0.06028771312083024,0.006422581541882874,0.04290794106745737,0.017727251667902157,0.07039357857672351,0.01354012231282432,0.05904257783543365,0.006034562638991845,0.040852020014825796,0.01659215159377317,0.06834924017790957,0.013244764640474417
SP0066139,0.04789812460267005,0.008194930069930072,0.04720279720279721,0.020104895104895076,0.07767800381436744,0.01317148760330578,0.046239272091544825,0.008492927527018438,0.04759019389701207,0.022260410044500967,0.08637952956134774,0.01373768277177368
SP0049604,0.051852885756158845,0.004832856444971739,0.039325842696629205,0.017551817991485814,0.0662118780096308,0.010258915486077188,0.058413008583990504,0.005286481959662223,0.04661874520203782,0.019819945564938223,0.07643589922534721,0.012422360248447208
SP0229679,0.037818202297814824,0.010982203198918674,0.04677292182924082,0.013643275512502818,0.0562485920252309,0.012868889389502137,0.046463167380040554,0.011784748817301193,0.059909326424870464,0.02703311556656905,0.08007152511826988,0.018106555530524898
SP0048421,0.05775431123731772,0.006803324755228206,0.041219274114828265,0.014272192149554837,0.06955660070399622,0.0145384092051942,0.058937498151270445,0.006847694264501435,0.044946312893779414,0.014567988878043007,0.0680480373887065,0.015026473807199694
SP0103555,0.06000536480686694,0.006866952789699571,0.05439914163090125,0.020833333333333346,0.06782904148783979,0.01543276108726752,0.0557761087267525,0.007090486409155938,0.050089413447782546,0.016273247496423466,0.05644670958512163,0.014851573676680966
SP0141683,0.052085781433607516,0.0063454759106933035,0.03309341950646298,0.011618683901292587,0.056756756756756795,0.008460634547591071,0.0713572267920094,0.007711515863689775,0.04757638072855465,0.022076968272620456,0.0860605170387779,0.012441245593419512
SP0129187,0.0420969718186592,0.007589207571703632,0.05517491435573003,0.02046710509864721,0.09040784176439695,0.013390512865394723,0.03568302868145332,0.0073516541221774895,0.047460678652696875,0.016203645820309556,0.07562951664124429,0.010789927733740096
SP0048551,0.06416890158582089,0.005699043843283584,0.04985570195895521,0.027657124533582086,0.0767694729477612,0.017031541511194043,0.045381005130597014,0.005429395988805971,0.033822586287313425,0.009189890391791047,0.047355993470149266,0.012338211287313426
SP0044264,0.044239700374531836,0.0066741573033707894,0.03165543071161049,0.00872659176029964,0.0698726591760299,0.010539325842696637,0.05282397003745318,0.006951310861423223,0.03965543071161049,0.01444194756554305,0.08639700374531836,0.011026217228464424
SP0020982,0.05023635111445029,0.007278362133734037,0.04709804658151764,0.016575882794891063,0.06416697971450032,0.014501940896568992,0.05310856498873027,0.006190520911595294,0.049938955672426746,0.018782870022539443,0.06698441021788132,0.01504194840971701
SP0267880,0.05601182166513202,0.009348917337452101,0.0621751269789408,0.03014079068524075,0.11385035791724839,0.02090325838358036,0.03455163810259304,0.0076632904624706665,0.040009504856387566,0.013381055633112548,0.06066771616122613,0.011903347491608998
SP0078541,0.040510948905109485,0.008442822384428224,0.04333333333333332,0.014233576642335804,0.054379562043795654,0.012165450121654507,0.05454987834549879,0.009343065693430656,0.058077858880778606,0.02296836982968368,0.08686131386861315,0.01727493917274939
SP0010869,0.04014203881225158,0.00892857142857143,0.04154489127893382,0.012713350479307942,0.06676700958615851,0.012143441664718268,0.05213935001169043,0.009366962824409634,0.054565115735328504,0.025426700958615857,0.09570084171148,0.014788403086275428
SP0380341,0.05030645470216434,0.009385175253782792,0.040835089063397806,0.013646810955755616,0.07248611377130819,0.01380961501628041,0.06136755410840835,0.009844857307029303,0.0490231756368512,0.020024899444550825,0.0895326565791994,0.015514269297069526
SP0123782,0.05253244382488633,0.0069036476484450205,0.046217929569517736,0.018595041322314043,0.07765773839158294,0.011832453782070429,0.05247436025092103,0.0071691725580005985,0.044409041123170366,0.015840220385674928,0.07391549669753394,0.011517142951973178
SP0128326,0.04965429698050018,0.005590666018473506,0.041335818073786,0.015408091611300169,0.06299627288932105,0.013193431642629507,0.04974882514989467,0.005752714308864043,0.044873872413979374,0.01947280289526279,0.07520391076540811,0.013787608707394811
SP0192087,0.04119577105359095,0.009543007870300877,0.03217816474019429,0.010733203233900205,0.05711865497201434,0.00822414273766378,0.05702215264523601,0.01057236602260299,0.04534537110505889,0.024007634406296233,0.07668718234650768,0.009414338101263107
SP0010487,0.0450252027175104,0.009007232084155162,0.052728468113083495,0.020238877931185634,0.08376068376068375,0.01947183870260793,0.038647819417050186,0.008229235152312072,0.044619767696690765,0.016294104755643225,0.07171816787201403,0.017050186280955514
SP0103047,0.05539869715255863,0.005240916053073499,0.044575467345771294,0.019026001587037954,0.0779863071841149,0.02279983022384616,0.054180737788111985,0.005453136245363449,0.04631936370850172,0.016257912122386475,0.07567033899868979,0.023390355976305156
SP0195688,0.045266519104466774,0.00558801117602235,0.046681664791901,0.02269675967923364,0.08274973692804531,0.017281105990783405,0.035777785841285964,0.005696868536594214,0.035151856017997744,0.009280089988751409,0.05497296708879132,0.015176530353060706
SP0032864,0.05072657233304094,0.008219230329150621,0.04681719363820131,0.0213585567718067,0.07467866814142417,0.015504023799534685,0.05002097715397231,0.008810404668370264,0.0432701476028834,0.018097562836111216,0.06748922537091423,0.015008200160189169
SP0127487,0.062182664410058035,0.009308510638297875,0.054899057059961336,0.021850822050290132,0.06485735009671173,0.020898815280464226,0.05474794487427466,0.009353844294003868,0.04608921663442939,0.017604569632495175,0.06103421179883948,0.01832990812379112
SP0084541,0.05544538457018625,0.007829484693577768,0.038251366120218594,0.01607761913155883,0.0733959104530231,0.029246724249368354,0.0549092191080557,0.00735942182266878,0.03724513778717903,0.011949879546389331,0.0676302955520301,0.027087372936130217
SP0302820,0.05373957492601562,0.008676351896690884,0.049720877051385545,0.017050040355125105,0.06986481033091196,0.017974845305353787,0.04973769168684423,0.00894538606403013,0.04617298896959915,0.014864137745493678,0.0650558245897229,0.017537664783427512
SP0126479,0.054214285714285715,0.004446428571428574,0.04691071428571428,0.02498214285714285,0.05644642857142858,0.006732142857142858,0.053625,0.004821428571428572,0.04573214285714286,0.023374999999999996,0.05492857142857144,0.006089285714285709
SP0120970,0.05449077536773872,0.005453752181500871,0.04604525056095738,0.014974445275492366,0.06779793069060087,0.014475816504612302,0.051717152829718276,0.005391423585140863,0.04540638244826726,0.020194465220643245,0.07370356519571178,0.01463163799551234
SP0238697,0.05527478286912249,0.00823599880203654,0.037810721772985945,0.012485025456723583,0.05875636418089247,0.013963761605271036,0.06397873614854747,0.008329589697514225,0.044287211740041924,0.0176325247079964,0.06824648098233005,0.015554806828391742
SP0115286,0.04784609229127767,0.009985996265670843,0.04631234995998935,0.01913843691651105,0.06635102694051742,0.014153774339823958,0.04786276340357428,0.010636169645238733,0.04857962123232861,0.015920912243264886,0.07210256068284876,0.014303814350493466
SP0167996,0.046408564193078046,0.008479778988565733,0.038446780753587616,0.013602179418310155,0.0721548614841532,0.01757347862788734,0.04683063464047272,0.007846673317473716,0.04418310183408795,0.017669403729567955,0.07940679917120713,0.019031540173432594
SP0065188,0.04713514324283785,0.010911954402279888,0.05278798560071997,0.021420803959802,0.07917729113544325,0.010171366431678425,0.04484775761211939,0.010940077996100195,0.05080995950202489,0.01908654567271638,0.0781367181640918,0.010743212839358038
